currency_internationalisation|Currency internationalisation: an overview|Peter B Kenen1,Page Number: 1
"currency_internationalisation|Introduction|An international currency is one that is used and held beyond the borders of the issuingcountry, not merely for transactions with that country s residents, but also, and importantly,for transactions between non-residents. In other words, an international currency is one thatis used instead of the national currencies of the parties directly involved in an internationaltransaction, whether the transaction in question involves a purchase of goods, services orfinancial assets.It is important in this context to distinguish between a country that is host to an internationalfinancial centre and one that has an international currency. Singapore is a major internationalfinancial centre: banks located there, including the affiliates of foreign banks, conductinternational business for their clients and themselves, including currency trading. In fact, interms of the volume of currency trading, Singapore ranked fifth among all countries in themost recentBIS Triennial Central Bank Survey of Foreign Exchange and Derivatives MarketActivity; its total foreign exchange turnover was exceeded only by those of the UnitedKingdom, the United States, Switzerland and Japan (BIS (2008)). For many years, however,the government of Singapore strongly discouraged use of the Singapore dollar as aninternational currency   one in which foreign entities may issue or trade securities.",Page Number: 1
"currency_internationalisation|Dimensions of internationalisation|An international currency is one that performs some if not all of several tasks. Consider, first,the invoicing of merchandise trade. Although some countries invoice large fractions of theirexports in their own national currencies, many others do not. In 2007, for example, some77% of US exports to Japan were invoiced in US dollars, but 72% of Asian exports to Japanwere also invoiced in dollars, not in the Asian exporters  currencies, with almost all of the restbeing invoiced in yen. Moreover, in that same year, 35% of EU exports to Japan wereinvoiced in euros, but 48% were invoiced in yen. Turning to Japan s exports, we find that40% of its exports to Asian countries were invoiced in yen, with the bulk of the rest beinginvoiced in dollars. But the yen is far less heavily used in the invoicing of Japanese exports tothe United States, where the dollar dominates, and it is used much less than the euro ininvoicing Japanese exports to the European Union, where the euro is more heavily used.These numbers have been fairly stable for the last few years, save for the share of the euroin the invoicing of Japanese imports from the member countries of the European Union,which rose sharply in 2001, soon after the introduction of the single currency (though not atthe expense of the yen, the dollar or the pound sterling).21Walker Professor of Economics and International FinanceEmeritus, Princeton University.2See Papaioannou and Portes (2008), Table 5. Unfortunately, the table does not indicate which currencies lostshares to the euro in 2001. (They may perhaps have been invoiced in the currencies of individual euro areacountries before the changeover to the euro, as the contracts involved may have been made before thechangeover.)10BIS Papers No 61There are, of course, exceptions to these patterns. Most importantly, exports of standardisedcommodities traded on organised exchanges are invoiced mainly in the currencies used onthose exchanges, with petroleum being the most prominent example.Consider, next, the issuance of bonds and other securities. Some such instruments aredenominated in the issuer s currency, but many are denominated in the currency of theprospective buyer and, more importantly, many are issued in third countries  currencies. In allthree cases, however, they may be held and traded outside the issuer s country. It is usefulto distinguish three types of  international  securities.3Some are issued on foreign marketsby domestic or foreign entities and are called eurobonds, even when they are notdenominated in euros. Soon after the introduction of the euro, however, the volume of euro-denominated issues came to exceed the volume of dollar issues. These two types ofsecurities are listed in panels (2) and (3) of Table 1. Other bonds are issued domestically byforeign entities and may be designed to attract foreign buyers (eg by exempting them fromwithholding taxes on the interest payments). They are listed in panel (4) of Table 1. They arecalled yankee bonds when issued in the United States, samurai bonds when issued inJapan, kangaroo bonds when issued in Australia, and panda bonds when issued in China (ofwhich the first two were issued in 2005 by the International Finance Corporation and theAsian Development Bank, subject to a subsequent understanding that the renminbi proceedswould have to remain in China).Table 1",Page Number: 2
currency_internationalisation|How securities are issued|(1) Issued by and to domestic entities and tradeddomestically and internationally(2) Issued by domestic entities to foreignentities and traded internationally(3) Issued by and to foreign entities and tradedinternationally(4) Issued domestically by foreign entities andtraded domesticallyNB: The issues listed in panels (1) and (4) are denominated in the currency of the country in which they areissued. Those listed in panels (2) and (3) may be issued in the borrower s currency if it is a widely tradedcurrency but are typically issued in a major international currency such as the dollar or euro.,Page Number: 2
"currency_internationalisation|The process of internationalisation|A national currency can be regarded as an international currency if most of the followingconditions hold. Note that the first condition is stated strongly, as a constraint on thegovernment of the country under consideration, whereas the word  able  is used thereafter toconvey a double meaning: that the government does not prohibit certain activities and thatthe relevant foreign parties, whether private or public, permit or facilitate the activitydescribed. Note, further, that the conditions listed below need not be met simultaneously orabruptly. Some forms of internationalisation, such as the use of a country s currency forinvoicing trade, including trade between third countries, are likely to grow gradually with theincrease in the volume of trade and the use of a country s national currency in the invoicingof trade.3This taxonomy draws on McCauley (2006), who traces the internationalisation of the Australian dollar.BIS Papers No 6111First, the government must remove all restrictions on the freedom of any entity, domestic orforeign, to buy or sell its country s currency, whether in the spot or forward market.Thiscondition clearly requires that the issuing country s government remove any restrictions onforeign exchange trading by domestic and foreign entities, as well as any limitations on thefreedom of foreign entities to hold the domestic currency and derivative instrumentsdenominated in it. This condition, however, need not require that the government abolish allrestrictions on the freedom of domestic entities to hold foreign currency assets or to incurforeign currency debts, nor does it bar the country s financial regulators from limiting the longor short foreign currency positions of domestic financial institutions. Indeed, it may benecessary and appropriate for the regulators to keep a close watch on the size of the foreigncurrency positions of domestic banks.Second, domestic firms are able to invoice some, if not all, of their exports in their country scurrency, and foreign firms are likewise able to invoice their exports in that country scurrency, whether to the country itself or to third countries. The extent to which they canactually do that, however, may be limited by the sorts of goods they export, the market powerof individual firms, and conventions prevailing internationally, such as the use of organisedmarkets for trading petroleum and other primary commodities.4Third, foreign firms, financial institutions, official institutions and individuals are able to holdthe country s currency and financial instruments denominated in it, in amounts that theydeem useful and prudent.To the extent that foreign official institutions exercise this option ona significant scale, the country s currency will function as a reserve currency, but very fewcurrencies are capable of playing that role on a significant scale. At mid-2008, the countriesthat report to the International Monetary Fund the currency composition of their officialreserves held 62.5% of those reserves in dollars, 27.0% in euros, 4.7% in pounds sterling,and 5.7% in Swiss francs, yen and other currencies.5Fourth, foreign firms and financial institutions, including official institutions, are able to issuemarketable instruments in the country s currency.These may include both equity and debtinstruments, not only in the country s domestic markets but also in foreign markets, including,of course, the foreign firms  own countries  markets. The volume of foreign issuance in thedomestic market may, of course, be regulated by the country s government, as long as itdoes not discriminate against foreign issuers. If issued in the country s domestic markets,those instruments must, of course, conform to domestic law, and disputes must then beadjudicated in that country s domestic courts. If issued abroad, they must conform to the lawsof the countries in which they are issued, and disputes must be adjudicated in thosecountries  courts.Fifth, the issuing country s own financial institutions and non-financial firms are able to issueon foreign markets instruments denominated in their country s own currency. In that case, of4There is a large literature on this subject. See, for example, Bacchetta and van Wincoop (2005), Engel (2005)and Goldberg and Tille (2006). That literature, however, has focused mainly on optimal invoicing rather thanactual practice, and has taken little account of the length of time that elapses between the placing of an exportorder and the payment date. When that interval is short, exchange rate risk can usually be hedged in theforward market at very low cost. When that interval is long, as is the case with custom-built goods, forwardcover may not be available, and the risk of an exchange rate change in the interim may affect the participants currency preferences. The importance of this matter is illustrated by the recent announcement by COSCOCorporation, a Chinese shipbuilding firm, that it will quote new contracts in renminbi (Beijing Review, 1 May2008).5The reporting of reserve composition is voluntary, and countries that do not report accounted for almost 38%of total currency reserves in mid-2008. (It may safely be inferred from the size of this percentage that Chinaand some of the large oil-producing countries belong to that group.) The IMF s tabulation, moreover, does notinclude the currency composition of assets held by sovereign wealth funds.12BIS Papers No 61course, those instruments must conform to the laws of the country in which they are issued,and disputes must then be adjudicated in that country s courts.Sixth, international financial institutions, such as the World Bank and regional developmentbanks, are able to issue debt instruments in a country s market and to use its currency intheir financial operations.This may not directly benefit the country involved, although it willprovide domestic financial institutions with a larger supply of highly rated securities.Lastly, the currency may be included in the  currency baskets  of other countries, which theyuse in governing their own exchange rate policies.But that is also true of currencies that donot qualify as international currencies.",Page Number: 4
"currency_internationalisation|Currency internationalisation in Asia|Before assessing the benefits and costs of currency internationalisation, it is worth lookingbriefly at the extent of it in Asia. Table 2 uses a crude measure: the volume of cross-borderspot foreign currency transactions reported by foreign exchange dealers and other domesticentities in each country. The first column lists their spot transactions with other countries dealers, financial institutions and non-financial entities as a percentage of their total spottransactions, while the second column extracts the spot transactions of domestic dealers withthe same three groups of foreign counterparties. Five countries stand out in the first columnas doing most of their spot transactions with foreign entities: Singapore, Hong Kong, NewZealand, Australia and Japan. In those countries  spot markets, cross-border trades bydomestic entities account for more than three quarters of all spot transactions. By contrast, inmost of the other countries listed, cross-border transactions typically account for some 40%of all spot transactions, with Malaysia and Taiwan at the high end of this group and China atthe very bottom. A similar pattern obtains with regard to cross-border transactions bydealers. Here, Singapore, New Zealand, Japan, and Hong Kong top the list, with Australia,Taiwan and Indonesia not very far behind.6Yet the percentages in Table 2 cannot measure decisively the relative degree of currencyinternationalisation. The ranking of transactions with foreign counterparties, especiallydealers  transactions, is bound to be affected by cross-country differences in patterns ofpayment for exports and imports of goods and services, even the volume of emigrants remittances to family members left behind in their home countries.6Although Japan ranks high in both columns of Table 2, whereas China ranks low, this paper pays scantattention to the internationalisation of the yen and much attention to the internationalisation of the renminbi.The first reason for this is that Japan s relative role in the world economy is apt to decline relative to that ofChina, partly for demographic reasons. The second is that most of the literature on the internationalisation ofthe yen was published several years ago, suggesting a decline in interest in the subject. Furthermore, thefocus of Japan s economic diplomacy has come to rest on regional monetary cooperation in Asia, rather thanthe unilateral internationalisation of the Japanese currency. There is, by contrast, a rapidly growing literatureon the internationalisation of the renminbi.BIS Papers No 6113Table 2",Page Number: 5
currency_internationalisation|Cross-border Spot Transactions by Domestic Entities|(percentages of total trading),Page Number: 5
currency_internationalisation|Country All Domestic Entities Domestic Dealers|Australia76.179.3China2.30.0Hong Kong86.091.1India42.141.5Indonesia43.472.8Japan75.992.8Korea36.538.8Malaysia50.462.3New Zealand78.694.2Philippines18.094.1Singapore90.195.2Taiwan49.277.8Thailand42.666.3Source: Based on data from the April 2007 BIS survey of foreign-exchange turnover.,Page Number: 5
"currency_internationalisation|The benefits of currency internationalisation|The benefits of currency internationalisation accrue largely to a country s private sector andare fairly obvious. Furthermore, they may be larger for a relatively small economy than for alarge one. First, internationalisation gives the country s exporters an opportunity to limitexchange rate risk, and this benefit may be significant in the case of goods for whichpayment is made long after the goods are ordered.7Insofar as the internationalisation of theircountry s currency broadens and deepens the markets for it, domestic firms may be morereadily able to invoice their exports in their own currency, thus shifting exchange rate risk totheir foreign customers. Second, it permits domestic firms and financial institutions to accessinternational financial markets without incurring exchange rate risk and to borrow morecheaply and on a larger scale than they can at home. Third, internationalisation offers newprofit opportunities to private sector financial institutions, although this benefit may be offsetin part by the entry of foreign financial institutions into the domestic financial market, to theextent that the government permits it. Finally, a larger, more profitable financial sector maybetter serve the domestic non-financial sector by reducing the cost of capital and wideningthe set of financial institutions that are willing and able to provide it.The benefits to the public sector and to the public at large are less obvious. Currencyinternationalisation may, of course, allow a country s government to finance part or all of a7See footnote 3 for a recent Asian example.14BIS Papers No 61budget deficit by issuing domestic currency debt on international markets, rather than issuingforeign currency instruments. It may, likewise, allow a government to finance part, if not all, ofa current account deficit without drawing down its official reserves. This benefit is notconfined exclusively to reserve currency countries such as the United States, whosegovernment debt is one of the principal reserve assets held by foreign central banks andgovernments. The issuance on international markets of private sector debt denominated indomestic currency can likewise finance part, or all, of a current account deficit.8Some political scientists have argued that the international role of the dollar has greatlyenhanced the international hegemony of the United States, and that the international role ofthe pound sterling has enhanced the political influence of the United Kingdom in an earlierera.9Their argument has emphasised the benefits conferred by reserve currency status and,in the case of the United States, its disproportionate influence on the policies and activities ofinternational financial institutions, such as the International Monetary Fund. It is not clear,however, that the other dimensions of currency internationalisation have enhanced thepolitical or economic influence of the United States, and it is even less clear that theprominent role of the City of London has enhanced the political or economic influence of theUnited Kingdom, apart from its influence on its own colonies.",Page Number: 6
"currency_internationalisation|The costs of currency internationalisation|There are three potential costs to the internationalisation of a country s currency. First, it isincompatible with the simultaneous pursuit of a fixed exchange rate and a domesticallyoriented monetary policy. Second, a country whose currency and domestic currencyinstruments are widely held abroad may suffer a large depreciation of its currency if foreignholders come to believe that the country s asset prices may fall sharply. Third,internationalisation may pose new risks to the domestic financial system due to the issuanceof foreign debt to a country s residents.The first cost is akin to what Robert Mundell once described as the  impossible trinity , bywhich he meant a fixed exchange rate combined with unfettered capital mobility and adomestically oriented monetary policy. Currency internationalisation does not necessarilyinvolve the removal of all restrictions on capital movements; a government may continue toimpose restrictions on residents  dealings in foreign currency instruments. Nevertheless,internationalisation broadens the scope for residents and non-residents to buy and selldomestic currency instruments, limiting the ability of the central bank to influence domesticinterest rates and the domestic money supply by open market operations.This limitation is not severe in the case of the United States or the euro area, where domesticmarkets for government debt are very large, even though foreign holdings are also large. Itmay be more severe in countries with smaller debt markets relative to the size of their realeconomies, and they may have to forgo the use of monetary policy to influence domesticeconomic activity or, alternatively, abandon exchange rate stabilisation. Hong Kong hasadopted the first option: the Hong Kong Monetary Authority forgoes the use of monetary8Advocates of currency internationalisation sometimes cite seigniorage as a separate benefit of currencyinternationalisation. It arises in the international context when a government can issue debt on foreign marketsbelow the interest rate it must pay on debt issued domestically, or when its banknotes are widely held abroad,giving the government what amounts to an interest-free loan. Thus, China earns seigniorage to the extent thatrenminbi notes circulate in neighbouring countries. But it is not likely to be a significant benefit, save in thecase of dollar and euro banknotes, which are widely held and used abroad, often for illicit purposes such asdrug trafficking.9See, for example, Andrews (2006) and Cohen (2006); also Steil and Litan (2006).BIS Papers No 6115policy to influence domestic economic activity   it exchanges unlimited quantities of HongKong dollars for US dollars at a firmly fixed exchange rate. Singapore has adopted thesecond option: the Singapore Monetary Authority relies on exchange rate changes toinfluence domestic economic activity, rather than relying on interest rate changes for thatpurpose.The second cost is sadly familiar. A country whose domestic currency debt is widely heldabroad, whether or not it was issued abroad, may suffer a large depreciation of its currency ifforeign holders come to believe that the country s asset prices may fall sharply. They maysell their claims, then sell the proceeds of their sales in the foreign exchange market, causingthe country s currency to depreciate. It is thus akin to the risk that arises when a country hasa large foreign currency debt and its creditors come to believe that it will be unable to honourit because its foreign exchange reserves are too small   that is what happened to Thailand in1997. Much may then depend on the way that a country with an international currency copeswith a confidence problem, ie whether it allows its currency to depreciate when foreigners(and residents) reduce their holdings of domestic currency assets, or whether it holds foreigncurrency reserves large enough to limit the depreciation. In either case, however, foreignsales of domestic currency assets will depress their prices, and the country s domesticinvestors will suffer losses, even if the monetary authorities prevent the country s currencyfrom depreciating. And the larger the foreign holdings of the country s domestic currencydebt relative to the size of its financial market, the greater the potential harm to the country sdomestic investors and to its domestic economy.The third cost is the risk to the domestic financial system posed by the issuance of foreigndebt to a country s own residents. This cost once seemed to be quite small but looms muchlarger now, as we count the cost to foreign investors of the financial tsunami that swept outfrom the shores of the United States in 2008, following the onset of the subprime mortgagecrisis. The floating of domestic currency debt on foreign markets, one of the three forms ofinternationalisation listed in Table 1, may not do grave damage to the domestic financialsystem of the issuing country if the issuing entity defaults on its debt, although it may limittemporarily the ability of other domestic entities to issue debt to foreigners. But the issuanceof foreign debt in a country s domestic market may inflict widespread damage when theissuing entity can no longer meet its obligations, even when the debt instruments involvedare not widely held, because it may impair the holders  ability to meet their own obligations toother domestic financial institutions.A fourth cost resembles the third but has broader macroeconomic implications. The issuanceof foreign debt to a country s residents, as well as the issuance of domestic debt in foreignmarkets, may lead to more volatility in domestic interest rates and the exchange rate whenglobal markets are hit hard by a financial crisis in a major country, even if the crisis is oflesser magnitude than the current financial crisis. There are, of course, many channelsthrough which a crisis in a major economy is bound to affect other countries, but theinternationalisation of a country s currency, whether it involves the issuance of foreign debt ina country s domestic markets or the issuance of domestic debt in foreign markets, will mostcertainly raise a country s vulnerability to external shocks manifest in international financialmarkets.This appears to be happening to several emerging market countries that have issued foreigncurrency debt on international markets and, at the time of writing, are suffering sharpdeclines in their export earnings due to reductions in the volume and prices of their principalexports. They are likely to have grave difficulties servicing their external debts, and somemay be forced to restructure those debts, including debts incurred by the private sector.The debt crisis of the 1980s was due in large part to the inability of public sector debtors toservice and repay their foreign currency debts to foreign banks. The Asian crisis of the late1990s was due in large part to the inability of private sector debtors to service their foreigndebts because their national governments had insufficient reserves. The current financial16BIS Papers No 61crisis is affecting both public and private borrowers who have issued debt on internationalmarkets, and some of their countries are likely to require large-scale assistance from theInternational Monetary Fund and other bodies to meet their obligations. Some, indeed, havealready done so.A cautionary note may be in order here. A country with an international currency must makeevery effort to preserve it, as it can be hard to restore its role once it is impaired. In the yearsafter the Second World War, New York was a major centre for the issuance of othercountries  bonds. In 1963, however, the United States imposed a so-called InterestEqualization Tax on US purchases of foreign securities in order to limit capital outflows andreduce its balance of payments deficit. The unintended but long-lasting result was amigration of international bond issuance and trading from New York to London and thus adecline in the share of US financial institutions, which was not fully reversed thereafter. Acountry should not embark on the internationalisation of its currency and financial sector untilit is confident that it can sustain its role in international financial markets.",Page Number: 8
